Extracted from binary .IPL files. If some coordinates are missing please send me a message!

format: x, y, z, angle (degrees), vehicle model, misc flags

-166.003998, 1013.299988, 18.792000, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-31.939501, 962.560974, 18.781300, -179.999847, 478, -1, -1, 0, 0, 0, -1, -1
70.779701, 1000.190002, 13.523200, -179.999847, 543, -1, -1, 0, 0, 0, -1, -1
-101.399002, 887.749023, 19.527399, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-154.692001, 871.552002, 17.515400, 90.000206, -1, -1, -1, 0, 0, 0, -1, -1
-4.193160, 957.390015, 18.814899, 100.000038, -1, -1, -1, 0, 0, 0, -1, -1
-172.671997, 1013.320007, 18.792000, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-80.634300, 1076.569946, 18.798800, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-210.598999, 998.491028, 18.792000, -90.000206, -1, -1, -1, 0, 0, 0, -1, -1
-304.221008, 1023.780029, 18.792000, -90.000206, 442, -1, -1, 0, 0, 0, -1, -1
-303.989990, 1011.960022, 18.792000, 90.000206, -1, -1, -1, 0, 0, 0, -1, -1
-492.911011, 615.992981, 0.068696, 179.500229, 473, -1, -1, 0, 0, 0, -1, -1
-85.139702, 1339.550049, 10.208800, -171.500031, -1, -1, -1, 0, 0, 0, -1, -1
-90.949097, 1338.709961, 10.208800, -171.500031, -1, -1, -1, 0, 0, 0, -1, -1
-292.585999, 1569.369995, 75.047401, -45.999973, -1, -1, -1, 0, 0, 0, -1, -1
-299.929993, 1576.930054, 75.047401, -45.999973, -1, -1, -1, 0, 0, 0, -1, -1
-287.428986, 1564.510010, 75.047401, -45.999973, -1, -1, -1, 0, 0, 0, -1, -1
-336.326996, 1515.660034, 75.047401, 179.500229, -1, -1, -1, 0, 0, 0, -1, -1
-326.864014, 1515.479980, 75.047401, 179.500229, -1, -1, -1, 0, 0, 0, -1, -1
-290.368988, 1322.060059, 53.692200, -97.999847, -1, -1, -1, 0, 0, 0, -1, -1
9.238490, 1165.729980, 18.774500, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-138.298996, 1083.349976, 18.798800, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-85.573303, 1120.280029, 18.798800, -10.500024, -1, -1, -1, 0, 0, 0, -1, -1
-138.291000, 1124.650024, 18.798800, -88.000015, -1, -1, -1, 0, 0, 0, -1, -1
-135.843994, 1177.819946, 18.798800, 179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-139.873001, 1177.880005, 18.798800, 179.999847, -1, -1, -1, 0, 0, 0, -1, -1
-96.616600, 1222.969971, 18.798800, 2.000001, -1, -1, -1, 0, 0, 0, -1, -1
-86.972603, 1222.969971, 18.798800, 2.000001, -1, -1, -1, 0, 0, 0, -1, -1
-82.021301, 1222.969971, 18.798800, 2.000001, -1, -1, -1, 0, 0, 0, -1, -1
-12.927400, 1224.939941, 18.798800, 91.999832, -1, -1, -1, 0, 0, 0, -1, -1
63.007702, 1221.839966, 18.798800, -10.999988, -1, -1, -1, 0, 0, 0, -1, -1
-30.697399, 1165.989990, 18.798800, 179.000031, -1, -1, -1, 0, 0, 0, -1, -1
-176.858002, 1224.890015, 18.798800, 90.000206, -1, -1, -1, 0, 0, 0, -1, -1
-201.375000, 1218.719971, 18.798800, 14.999978, -1, -1, -1, 0, 0, 0, -1, -1
-160.115997, 1230.670044, 18.798800, 14.999978, -1, -1, -1, 0, 0, 0, -1, -1
-325.140991, 1117.229980, 19.351101, -90.000206, 509, -1, -1, 0, 0, 0, -1, -1
-263.321014, 1170.790039, 19.351101, 5.000008, 510, -1, -1, 0, 0, 0, -1, -1
-38.706902, 1083.199951, 19.187201, 5.000008, 511, -1, -1, 0, 0, 0, -1, -1
46.378101, 1122.810059, 18.946899, -90.000206, -1, -1, -1, 0, 0, 0, -1, -1
58.002201, 1158.290039, 17.898300, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
51.124199, 1157.849976, 17.898300, -179.999847, -1, -1, -1, 0, 0, 0, -1, -1
53.229801, 1177.530029, 17.898300, 0.000000, -1, -1, -1, 0, 0, 0, -1, -1
-13.380600, 1389.479980, 8.653760, -175.000229, 604, -1, -1, 0, 0, 0, -1, -1
-20.762199, 1341.140015, 8.653760, -60.000137, 604, -1, -1, 0, 0, 0, -1, -1
-421.559998, 1158.579956, 0.068696, 88.999825, 452, -1, -1, 0, 0, 0, -1, -1
500.877014, 2384.250000, 29.130100, 143.999756, -1, -1, -1, 0, 0, 50, -1, -1
507.217010, 2380.760010, 29.348200, 143.999756, -1, -1, -1, 0, 0, 50, -1, -1
515.054016, 2373.169922, 29.371599, 143.999756, -1, -1, -1, 0, 0, 50, -1, -1
521.223022, 2372.149902, 29.664801, 143.999756, -1, -1, -1, 0, 0, 50, -1, -1
529.838013, 2365.120117, 29.763901, 143.999756, -1, -1, -1, 0, 0, 50, -1, -1
258.436005, 2890.040039, 10.370900, 90.000206, 605, -1, -1, 0, 0, 0, -1, -1
266.703003, 2951.870117, 1.000000, -0.000017, 447, -1, -1, 0, 0, 0, -1, -1
422.183990, 2976.449951, 1.000000, -40.000015, 454, -1, -1, 0, 0, 0, -1, -1
805.164001, 3002.459961, 1.000000, -40.000015, 453, -1, -1, 0, 0, 0, -1, -1
321.744995, 1137.900024, 7.939620, 115.000076, -1, -1, -1, 0, 0, 0, -1, -1
405.727997, 1152.560059, 7.281540, 75.000175, -1, -1, -1, 0, 0, 0, -1, -1
509.425995, 1122.660034, 14.089600, -139.999939, -1, -1, -1, 0, 0, 0, -1, -1
840.184021, 831.942993, 12.535800, 20.000008, -1, -1, -1, 0, 0, 0, -1, -1
852.080017, 835.736023, 12.658400, -154.999985, -1, -1, -1, 0, 0, 0, -1, -1
859.919006, 838.666992, 12.413800, -154.999985, -1, -1, -1, 0, 0, 0, -1, -1
586.021973, 1222.530029, 11.092200, 30.000015, -1, -1, -1, 0, 0, 0, -1, -1
593.771973, 1226.609985, 11.092200, 30.000015, -1, -1, -1, 0, 0, 0, -1, -1
639.637024, 1246.890015, 10.840600, 120.000275, -1, -1, -1, 0, 0, 0, -1, -1
708.804993, 1202.630005, 12.450200, 85.000008, -1, -1, -1, 0, 0, 0, -1, -1
279.843994, 1346.719971, 9.716530, 90.000206, -1, -1, -1, 0, 0, 0, -1, -1
279.843994, 1363.560059, 9.716530, 90.000206, -1, -1, -1, 0, 0, 0, -1, -1
723.364014, 1217.390015, 13.026600, -14.999978, 512, -1, -1, 0, 0, 0, -1, -1
-291.428986, 1756.969971, 41.835701, -92.500023, -1, -1, -1, 0, 0, 0, -1, -1
-301.063995, 1762.979980, 41.835701, 89.500015, -1, -1, -1, 0, 0, 0, -1, -1
-291.303009, 1731.619995, 41.835701, 47.000015, 588, -1, -1, 0, 0, 0, -1, -1
-301.063995, 1750.800049, 41.835701, 89.500015, -1, -1, -1, 0, 0, 0, -1, -1
-17.425699, 2355.739990, 23.507099, 143.999756, 424, -1, -1, 1, 0, 0, -1, -1
-483.519989, 2182.469971, 42.670700, 179.500229, 473, -1, -1, 0, 0, 0, -1, -1
